student_id,roll_number,first_name,last_name,full_name,gender,age,date_of_birth,email,phone,city,location_type,branch,year,semester,admission_date,status,income_level,annual_income,father_name,father_education,father_occupation,mother_name,mother_education,mother_occupation,siblings,family_size,single_parent,guardian_contact,permanent_address,current_semester_gpa,previous_semester_gpa,cumulative_gpa,gpa_trend,credits_registered_current,credits_completed_current,total_credits_registered,total_credits_completed,credit_completion_rate,first_year_gpa,first_year_credits_completed,first_year_attendance_percent,first_year_dropout_risk,registration_date,registration_delay_days,registration_status,courses_withdrawn_ever,courses_withdrawn_current,total_course_withdrawals,semester_number,courses_failed_ever,courses_repeated,academic_standing,probation_status,status_attendance_total_days,status_attendance_present_days,status_attendance_absent_days,attendance_percentage,attendance_first_half,attendance_second_half,attendance_trend,marks_percentage_mean,marks_percentage_std,marks_percentage_min,marks_percentage_max,marks_obtained_marks_sum,marks_subject_chemistry,marks_subject_computer_science,marks_subject_electronics,marks_subject_mathematics,marks_subject_mechanical_engineering,marks_subject_physics,marks_failing_count,assignment_submission_rate,assignment_late_count,assignment_grade_A,assignment_grade_B,assignment_grade_C,assignment_grade_D,behavior_negative_count,behavior_positive_count,behavior_total_count,library_visits,library_hours,fee_total_paid,fee_pending_count,fee_late_count,total_activities,extra_participates,extra_category_Academic,extra_category_Cultural,extra_category_Other,extra_category_Social,extra_category_Sports,extra_category_Technical,extra_leadership_roles,extra_hours_per_week,extra_total_events,attendance_status_extra_sessions_total,attendance_status_extra_sessions_present,extra_attendance_percentage,dropout_risk_score,dropout_risk
480,CE230480,Kunal,Bhatia,Kunal Bhatia,Male,18,2007-01-06,kunal.bhatia287@student.college.edu,917373284941,Kanpur,Semi-Urban,CE,4,1,2025-08-01,Active,Middle,352802,Mr. Vivaan Bhatia,Higher Secondary,Professional,Mrs. Sneha Bhatia,Primary,Professional,0,4,0,919793868751,"351, Street, Kanpur",6.57,7.34,7.03,Declining,24,21,168,153,91.07,6.69,36,78.22,Low,2025-07-28,1,On Time,0,0,0,7,0,0,Good,No,40,23,17,57.49999999999999,50.0,65.0,15.0,65.01888888888888,14.478968151431191,31.49,94.64,386.56,65.99166666666666,70.31,54.665,66.02666666666667,65.99333333333333,67.12666666666667,2.0,75.0,1,1,2,2,1,1.0,1.0,2.0,13.0,10.0,65000,1,2.0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,8.0,32.0,15.0,46.875,40,Medium Risk
481,EE230481,Priya,Khanna,Priya Khanna,Female,20,2005-01-06,priya.khanna347@student.college.edu,918194879943,Chennai,Rural,EE,1,1,2025-08-01,Active,Low,55504,Mr. Reyansh Khanna,Primary,Farmer,Mrs. Meera Khanna,Post-Graduate,Salaried Employee,4,3,0,919226073706,"123, Street, Chennai",8.47,6.505,8.47,Improving,24,23,24,23,95.83,8.47,23,75.13,Low,2025-07-27,0,On Time,0,0,0,1,0,0,Good,No,40,31,9,77.5,80.0,75.0,-5.0,55.51222222222222,15.396328525446972,23.23,88.01,329.64,49.64166666666666,53.65333333333333,59.46666666666667,56.18333333333334,55.203333333333326,58.925000000000004,4.0,75.0,1,0,5,1,0,1.0,1.0,2.0,9.0,7.0,15000,3,0.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,Low Risk
482,CE210482,Harshit,Saxena,Harshit Saxena,Male,23,2002-01-07,harshit.saxena27@student.college.edu,917561945670,Mumbai,Rural,CE,2,2,2025-08-01,Active,Lower-Middle,198899,Mr. Kabir Saxena,No Formal Education,Professional,Mrs. Pari Saxena,Primary,Daily Wage Worker,4,3,0,917983588732,"334, Street, Mumbai",8.32,7.79,8.0,Improving,18,17,72,70,97.22,7.46,44,70.49,Low,2025-07-29,2,On Time,0,1,1,4,1,1,Good,No,40,28,12,70.0,70.0,70.0,0.0,50.291111111111114,15.216115663105871,13.89,80.33,301.19,48.39833333333333,58.185,42.00833333333333,47.443333333333335,54.076666666666675,51.635,10.0,87.5,4,4,2,1,0,1.0,1.0,2.0,10.0,12.0,100000,0,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,Low Risk
483,EC210483,Kavya,Joshi,Kavya Joshi,Female,21,2004-01-07,kavya.joshi485@student.college.edu,918845782176,Nagpur,Urban,EC,3,1,2025-08-01,Active,Middle,324249,Mr. Ayaan Joshi,Graduate,Small Business,Mrs. Myra Joshi,Secondary,Daily Wage Worker,3,5,0,919344549978,"22, Lane, Nagpur",7.81,7.71,7.75,Stable,18,16,90,82,91.11,7.03,44,86.07,Low,2025-08-01,5,Late,0,0,0,5,0,0,Good,No,40,33,7,82.5,90.0,75.0,-15.0,69.39777777777778,15.398191194536198,45.71,100.0,419.03000000000003,66.385,72.0,66.96166666666666,66.85333333333334,79.785,64.40166666666666,0.0,75.0,1,1,3,2,0,3.0,0.0,3.0,15.0,21.0,65000,1,1.0,0,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,6.25,28.0,40.0,29.0,72.5,20,Low Risk
484,EE240484,Reyansh,Chatterjee,Reyansh Chatterjee,Male,21,2004-01-07,reyansh.chatterjee58@student.college.edu,917177030313,Delhi,Urban,EE,1,1,2025-08-01,Active,Upper-Middle,982165,Mr. Arjun Chatterjee,Higher Secondary,Daily Wage Worker,Mrs. Ishita Chatterjee,Graduate,Self-Employed,0,7,0,918300448401,"387, Lane, Delhi",8.22,6.505,8.22,Stable,24,23,24,23,95.83,8.22,23,62.43,Low,2025-07-27,0,On Time,0,0,0,1,0,0,Good,No,40,32,8,80.0,85.0,75.0,-10.0,77.88833333333334,18.672064772197608,42.66,100.0,450.6,72.21333333333332,80.58166666666666,81.28666666666668,88.03333333333335,61.879999999999995,83.335,0.0,87.5,3,5,1,0,1,1.0,1.0,2.0,13.0,10.0,100000,0,0.0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,4.0,72.0,44.0,61.111111111111114,10,Low Risk
485,CE210485,Simran,D'Souza,Simran D'Souza,Female,22,2003-01-07,simran.d'souza237@student.college.edu,917854983974,Coimbatore,Semi-Urban,CE,2,1,2025-08-01,Active,Upper-Middle,623903,Mr. Advait D'Souza,Post-Graduate,Government Employee,Mrs. Anvi D'Souza,No Formal Education,Homemaker,2,5,0,919575112427,"376, Street, Coimbatore",7.76,7.54,7.63,Stable,22,19,66,58,87.88,8.01,38,78.78,Low,2025-07-30,3,Late,0,0,0,3,0,0,Good,No,40,30,10,75.0,80.0,70.0,-10.0,54.91861111111111,16.18493693933216,28.74,82.64,324.13,44.685,59.02166666666667,53.48499999999999,61.25333333333333,53.251666666666665,57.815,7.0,50.0,1,1,2,0,1,0.0,1.0,1.0,20.0,26.0,100000,0,2.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,16.0,7.0,43.75,10,Low Risk
486,EC240486,Advait,Singh,Advait Singh,Male,20,2005-01-06,advait.singh909@student.college.edu,918013808535,Nagpur,Urban,EC,1,2,2025-08-01,Active,Upper-Middle,821557,Mr. Arjun Singh,No Formal Education,Farmer,Mrs. Aditi Singh,No Formal Education,Daily Wage Worker,0,7,1,917465561423,"327, Street, Nagpur",6.28,6.46,6.39,Stable,18,16,36,32,88.89,6.28,16,76.07,Medium,2025-08-03,7,Late,2,0,2,2,1,1,Average,No,40,21,19,52.5,75.0,30.0,-45.0,74.48916666666668,14.883326889029693,32.88,100.0,445.94,71.94500000000001,81.30333333333333,69.79166666666667,82.73333333333333,68.78666666666666,72.375,1.0,75.0,2,1,4,0,1,1.0,1.0,2.0,15.0,15.0,65000,1,0.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,Medium Risk
487,CS210487,Tanvi,Ali,Tanvi Ali,Female,23,2002-01-07,tanvi.ali3@student.college.edu,919015347009,Patna,Semi-Urban,CS,4,1,2025-08-01,Active,Upper-Middle,862177,Mr. Arjun Ali,Graduate,Self-Employed,Mrs. Aditi Ali,Secondary,Homemaker,1,7,0,918418033347,"253, Road, Patna",4.23,5.67,5.09,Declining,24,16,168,113,67.26,5.31,42,88.65,Low,2025-07-30,3,Late,0,0,0,7,0,0,Below Average,No,40,27,13,67.5,70.0,65.0,-5.0,53.52444444444445,13.361403571362754,31.24,85.06,311.53,63.72666666666667,52.715,51.5,54.546666666666674,47.93,50.72833333333333,8.0,62.5,4,1,3,1,0,1.0,1.0,2.0,13.0,10.0,100000,0,2.0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,Medium Risk
488,ME210488,Kriti,Singh,Kriti Singh,Female,20,2005-01-06,kriti.singh331@student.college.edu,919161586270,Bhopal,Semi-Urban,ME,3,2,2025-08-01,Active,Low,65687,Mr. Vihaan Singh,Higher Secondary,Small Business,Mrs. Meera Singh,Graduate,Homemaker,3,5,0,917660558622,"12, Road, Bhopal",7.66,7.57,7.61,Stable,18,16,108,96,88.89,7.88,42,65.66,Low,2025-07-28,1,On Time,0,0,0,6,1,1,Good,No,40,33,7,82.5,80.0,85.0,5.0,76.05222222222223,17.181500036145376,39.45,100.0,456.74,71.23666666666666,70.75666666666666,86.21333333333332,82.35666666666667,84.41666666666667,61.33333333333334,1.0,75.0,1,3,1,0,2,1.0,1.0,2.0,17.0,3.0,85000,1,3.0,1,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,14.0,88.0,55.0,62.5,5,Low Risk
489,EE230489,Yash,Gupta,Yash Gupta,Male,20,2005-01-06,yash.gupta151@student.college.edu,918381706447,Bangalore,Semi-Urban,EE,3,1,2025-08-01,Active,Low,121045,Mr. Dhruv Gupta,Primary,Farmer,Mrs. Simran Gupta,Primary,Homemaker,0,5,1,919311787617,"377, Lane, Bangalore",5.21,6.47,5.97,Declining,18,12,90,64,71.11,5.41,38,69.37,Low,2025-07-28,1,On Time,0,0,0,5,1,0,Average,No,40,31,9,77.5,80.0,75.0,-5.0,38.30611111111111,14.342468262925173,5.42,66.64,227.34,29.823333333333334,31.42,44.24333333333333,42.14666666666667,38.31,43.89333333333334,23.0,100.0,1,2,2,2,2,1.0,1.0,2.0,6.0,1.0,35000,3,0.0,4,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.5,3.0,16.0,11.0,68.75,30,Low Risk
490,EC240490,Ayaan,Shah,Ayaan Shah,Male,18,2007-01-06,ayaan.shah360@student.college.edu,918695567288,Visakhapatnam,Urban,EC,2,1,2025-08-01,Active,Lower-Middle,235187,Mr. Prakash Shah,Secondary,Salaried Employee,Mrs. Ishita Shah,Primary,Professional,1,5,0,917382877110,"77, Street, Visakhapatnam",4.84,5.64,5.32,Declining,18,11,54,35,64.81,5.14,44,74.11,Low,2025-07-27,0,On Time,0,0,0,3,0,0,Below Average,No,40,28,12,70.0,80.0,60.0,-20.0,62.79277777777778,17.1322267106028,28.71,93.56,368.28,60.11833333333333,66.295,60.36833333333333,65.52833333333334,59.68833333333333,64.75833333333334,4.0,75.0,0,6,0,0,0,1.0,1.0,2.0,13.0,10.0,100000,0,1.0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,10.0,80.0,60.0,75.0,50,Medium Risk
491,EC230491,Vihaan,Ali,Vihaan Ali,Male,22,2003-01-07,vihaan.ali718@student.college.edu,918836666088,Bangalore,Urban,EC,2,1,2025-08-01,Active,Lower-Middle,201682,Mr. Arjun Ali,Primary,Small Business,Mrs. Meera Ali,Primary,Homemaker,0,5,0,918298325015,"53, Road, Bangalore",7.47,6.8,7.07,Improving,18,14,54,44,81.48,6.09,36,87.91,Low,2025-07-28,1,On Time,0,0,0,3,0,0,Good,No,40,26,14,65.0,70.0,60.0,-10.0,57.26583333333334,16.3743990729431,26.55,94.98,334.1,58.01666666666666,60.693333333333335,50.51333333333334,60.98166666666666,49.945,63.445,5.0,75.0,2,1,3,1,1,1.0,1.0,2.0,13.0,10.0,100000,0,2.0,3,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,17.0,40.0,32.0,80.0,15,Low Risk
492,EE210492,Karthik,Rodrigues,Karthik Rodrigues,Male,22,2003-01-07,karthik.rodrigues728@student.college.edu,918505741395,Ghaziabad,Rural,EE,3,1,2025-08-01,Active,Lower-Middle,269957,Mr. Reyansh Rodrigues,No Formal Education,Small Business,Mrs. Sneha Rodrigues,Primary,Farmer,1,7,0,918277926281,"392, Street, Ghaziabad",8.15,8.03,8.08,Stable,24,23,120,119,99.17,8.04,42,75.36,Low,2025-07-27,0,On Time,0,0,0,5,0,0,Good,No,40,28,12,70.0,65.0,75.0,10.0,54.41,15.434704310185442,27.67,92.27,320.55,53.416666666666664,59.525,40.84,60.32,52.99333333333333,59.365,7.0,100.0,2,2,5,0,1,1.0,0.0,1.0,10.0,9.0,50000,2,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,56.0,38.0,67.85714285714286,35,Medium Risk
493,CS230493,Kriti,Bhatia,Kriti Bhatia,Female,18,2007-01-06,kriti.bhatia695@student.college.edu,919463900643,Jaipur,Rural,CS,2,2,2025-08-01,Active,Low,106646,Mr. Samar Bhatia,Graduate,Professional,Mrs. Tara Bhatia,Primary,Homemaker,0,6,0,918141131558,"110, Road, Jaipur",4.52,5.66,5.2,Declining,18,14,72,57,79.17,4.33,44,88.78,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Below Average,No,40,32,8,80.0,80.0,80.0,0.0,59.60527777777778,15.315052630124786,34.04,99.98,362.45,50.38166666666666,55.26666666666667,66.33166666666666,61.23166666666666,70.39166666666667,54.028333333333336,4.0,50.0,1,1,2,1,0,1.0,1.0,2.0,6.0,4.0,70000,2,1.0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,21.0,56.0,44.0,78.57142857142857,50,Medium Risk
494,CE210494,Tanvi,Shah,Tanvi Shah,Female,18,2007-01-06,tanvi.shah28@student.college.edu,919560352741,Vadodara,Urban,CE,2,1,2025-08-01,Active,High,1226833,Mr. Advait Shah,Primary,Government Employee,Mrs. Kriti Shah,Graduate,Retired,1,7,0,919162510956,"340, Street, Vadodara",7.31,7.23,7.26,Stable,22,18,66,56,84.85,7.09,36,67.03,Low,2025-07-29,2,On Time,0,0,0,3,0,0,Good,No,40,35,5,87.5,90.0,85.0,-5.0,56.12416666666667,14.19010125303652,30.67,90.83,339.81,46.04,59.156666666666666,63.093333333333334,50.72666666666667,64.515,53.21333333333334,4.0,50.0,0,1,3,0,0,1.0,2.0,3.0,11.0,2.0,100000,0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,56.0,23.0,41.07142857142857,10,Low Risk
495,CE240495,Vihaan,Sharma,Vihaan Sharma,Male,17,2008-01-06,vihaan.sharma552@student.college.edu,918412007021,Kolkata,Rural,CE,4,1,2025-08-01,Active,Middle,581793,Mr. Shaurya Sharma,Higher Secondary,Professional,Mrs. Kriti Sharma,Secondary,Homemaker,2,3,0,918796095742,"74, Lane, Kolkata",7.87,7.96,7.92,Stable,20,16,140,114,81.43,7.75,38,70.18,Low,2025-08-06,10,Very Late,0,0,0,7,0,0,Good,No,40,26,14,65.0,65.0,65.0,0.0,68.55055555555556,16.298034052248568,29.82,93.38,417.31,64.435,62.666666666666664,67.83833333333332,65.26,78.86666666666666,72.23666666666666,1.0,87.5,3,3,1,1,2,1.0,1.0,2.0,14.0,10.0,100000,0,1.0,2,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,8.0,32.0,27.0,84.375,15,Low Risk
496,CS240496,Aanya,Ghosh,Aanya Ghosh,Female,18,2007-01-06,aanya.ghosh910@student.college.edu,917953709609,Delhi,Semi-Urban,CS,2,1,2025-08-01,Active,Middle,318296,Mr. Vihaan Ghosh,Post-Graduate,Professional,Mrs. Neha Ghosh,No Formal Education,Daily Wage Worker,3,5,0,918996245223,"431, Lane, Delhi",6.11,5.37,5.67,Improving,22,17,66,52,78.79,5.38,36,80.09,Low,2025-08-06,10,Very Late,0,0,0,3,1,1,Average,No,40,33,7,82.5,80.0,85.0,5.0,69.10138888888889,17.27714231542073,37.56,100.0,409.75,73.44166666666666,62.086666666666666,71.26666666666667,67.24833333333333,73.56833333333333,66.99666666666667,1.0,62.5,1,1,3,1,0,0.0,2.0,2.0,17.0,14.0,100000,0,2.0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,16.0,56.0,41.0,73.21428571428571,30,Low Risk
497,CS240497,Kian,Sinha,Kian Sinha,Male,23,2002-01-07,kian.sinha554@student.college.edu,919750755885,Kanpur,Semi-Urban,CS,2,2,2025-08-01,Active,Low,138602,Mr. Abhinav Sinha,Secondary,Professional,Mrs. Riya Sinha,No Formal Education,Homemaker,3,7,0,917973018235,"175, Lane, Kanpur",5.39,6.18,5.86,Declining,24,15,96,61,63.54,5.68,42,85.72,Low,2025-07-27,0,On Time,2,0,2,4,0,0,Average,No,40,25,15,62.5,60.0,65.0,5.0,52.81111111111111,15.781464856466052,19.79,81.53,309.53,53.23666666666666,52.14333333333334,48.66,54.32,45.88833333333333,62.61833333333334,6.0,75.0,1,2,4,0,0,1.0,1.0,2.0,5.0,9.0,85000,1,1.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,7.0,32.0,20.0,62.5,50,Medium Risk
498,EE230498,Nikhil,Sharma,Nikhil Sharma,Male,17,2008-01-06,nikhil.sharma475@student.college.edu,919634685583,Visakhapatnam,Rural,EE,4,1,2025-08-01,Active,Low,89243,Mr. Harshit Sharma,No Formal Education,Farmer,Mrs. Shruti Sharma,Higher Secondary,Farmer,2,4,0,918949450279,"335, Road, Visakhapatnam",7.34,7.63,7.51,Stable,22,19,154,134,87.01,7.04,40,88.87,Low,2025-08-11,15,Very Late,0,0,0,7,1,1,Good,No,40,22,18,55.00000000000001,60.0,50.0,-10.0,49.429722222222225,14.706609881490337,20.04,90.43,287.36,59.64166666666667,42.38666666666666,51.541666666666664,47.055,48.23666666666667,47.71666666666666,11.0,87.5,1,0,4,2,1,2.0,1.0,3.0,7.0,3.0,85000,1,1.0,2,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,32.0,19.0,59.375,30,Low Risk
499,EC240499,Sneha,Ahmed,Sneha Ahmed,Female,21,2004-01-07,sneha.ahmed578@student.college.edu,917803347242,Chennai,Semi-Urban,EC,3,2,2025-08-01,Active,Lower-Middle,235698,Mr. Siddharth Ahmed,Secondary,Small Business,Mrs. Sneha Ahmed,No Formal Education,Homemaker,1,7,1,919523957767,"27, Lane, Chennai",6.51,7.93,7.36,Declining,22,20,132,124,93.94,6.82,42,80.06,Low,2025-08-03,7,Late,1,0,1,6,0,0,Good,No,40,30,10,75.0,90.0,60.0,-30.0,71.39694444444444,16.54941048918911,33.31,96.79,426.19,69.84333333333333,72.82666666666667,68.06,65.87833333333333,78.09,73.68333333333334,2.0,75.0,2,2,3,0,1,1.0,1.0,2.0,7.0,12.0,50000,2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,Low Risk
500,CE240500,Sneha,Iyer,Sneha Iyer,Female,19,2006-01-06,sneha.iyer946@student.college.edu,918020183960,Ghaziabad,Urban,CE,2,2,2025-08-01,Active,Upper-Middle,715249,Mr. Varun Iyer,Secondary,Professional,Mrs. Ritika Iyer,Primary,Homemaker,2,4,0,919940140639,"181, Lane, Ghaziabad",5.66,5.75,5.71,Stable,22,16,88,67,76.14,5.9,38,79.9,Low,2025-07-27,0,On Time,1,1,2,4,0,0,Average,No,40,33,7,82.5,80.0,85.0,5.0,46.38472222222222,16.60865737862742,20.23,88.29,277.15,40.96333333333333,43.06833333333333,51.23166666666666,44.053333333333335,45.955000000000005,53.03666666666667,15.0,75.0,1,3,3,0,0,1.0,1.0,2.0,18.0,3.0,65000,1,1.0,2,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,40.0,25.0,62.5,25,Low Risk
501,EC210501,Ankit,Tiwari,Ankit Tiwari,Male,20,2005-01-06,ankit.tiwari894@student.college.edu,918257503469,Kolkata,Rural,EC,4,1,2025-08-01,Active,Lower-Middle,212959,Mr. Daksh Tiwari,Secondary,Government Employee,Mrs. Tara Tiwari,Primary,Small Business,1,4,0,918870282237,"133, Lane, Kolkata",7.47,7.34,7.39,Stable,18,16,126,114,90.48,7.77,44,66.33,Low,2025-07-30,3,Late,0,0,0,7,0,0,Good,No,40,31,9,77.5,75.0,80.0,5.0,67.19916666666667,17.260216581160606,43.21,100.0,401.46000000000004,69.67333333333333,57.32833333333334,75.23,78.48666666666666,63.288333333333334,59.18833333333333,0.0,87.5,3,0,2,3,2,1.0,1.0,2.0,13.0,10.0,100000,0,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Low Risk
502,ME210502,Kriti,Bose,Kriti Bose,Female,21,2004-01-07,kriti.bose604@student.college.edu,917964604341,Visakhapatnam,Rural,ME,3,1,2025-08-01,Active,Low,98743,Mr. Abhinav Bose,Primary,Salaried Employee,Mrs. Divya Bose,Higher Secondary,Small Business,1,6,0,919124187693,"425, Road, Visakhapatnam",7.79,8.03,7.93,Stable,22,19,110,98,89.09,7.21,40,82.57,Low,2025-08-03,7,Late,1,0,1,5,0,0,Good,No,40,26,14,65.0,50.0,80.0,30.0,55.299166666666665,13.994642724985871,25.23,96.73,329.52,61.935,54.46333333333334,51.406666666666666,57.873333333333335,57.06666666666666,49.050000000000004,4.0,87.5,1,1,5,1,0,1.0,1.0,2.0,7.0,3.0,65000,1,1.0,3,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.5,12.0,16.0,11.0,68.75,20,Low Risk
503,EC210503,Priya,Chopra,Priya Chopra,Female,19,2006-01-06,priya.chopra291@student.college.edu,917576277990,Ahmedabad,Rural,EC,3,1,2025-08-01,Active,Low,54891,Mr. Yash Chopra,No Formal Education,Government Employee,Mrs. Divya Chopra,No Formal Education,Homemaker,0,3,1,917758129353,"334, Lane, Ahmedabad",5.34,5.3,5.32,Stable,22,17,110,86,78.18,5.18,38,76.65,Low,2025-07-27,0,On Time,0,0,0,5,1,1,Below Average,No,40,37,3,92.5,85.0,100.0,15.0,66.76138888888889,14.21585717284505,47.17,100.0,391.99,57.275,66.93666666666667,63.22666666666667,74.51333333333334,73.28666666666666,65.33,0.0,75.0,0,0,4,2,0,1.0,1.0,2.0,13.0,10.0,65000,1,2.0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.5,12.0,32.0,27.0,84.375,35,Medium Risk
504,CE220504,Kavya,Tiwari,Kavya Tiwari,Female,23,2002-01-07,kavya.tiwari756@student.college.edu,918155799296,Kanpur,Semi-Urban,CE,1,1,2025-08-01,Active,Middle,521991,Mr. Kunal Tiwari,Primary,Daily Wage Worker,Mrs. Divya Tiwari,Secondary,Homemaker,1,6,0,918140799305,"473, Street, Kanpur",5.1,6.505,5.1,Declining,22,17,22,17,77.27,5.1,17,67.35,Medium,2025-07-28,1,On Time,0,0,0,1,0,0,Below Average,No,40,27,13,67.5,65.0,70.0,5.0,58.19777777777777,14.211950526855126,24.12,87.2,362.46,55.300000000000004,59.798333333333325,52.695,59.56833333333333,67.40833333333333,54.416666666666664,3.0,62.5,1,3,1,1,0,0.0,1.0,1.0,15.0,14.0,100000,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,Medium Risk
505,EE240505,Saanvi,Sinha,Saanvi Sinha,Female,21,2004-01-07,saanvi.sinha782@student.college.edu,917654120556,Lucknow,Semi-Urban,EE,1,2,2025-08-01,Active,Middle,351938,Mr. Nikhil Sinha,Graduate,Farmer,Mrs. Simran Sinha,Secondary,Homemaker,3,5,0,917933105236,"133, Street, Lucknow",8.38,7.15,7.64,Improving,20,18,40,37,92.5,8.38,18,79.97,Low,2025-07-30,3,Late,0,0,0,2,0,0,Good,No,40,35,5,87.5,90.0,85.0,-5.0,75.07583333333334,16.004471049410803,45.34,100.0,444.93,77.45166666666667,78.79166666666667,66.74666666666667,84.74166666666666,74.20833333333333,68.515,0.0,87.5,1,4,1,2,0,1.0,1.0,2.0,6.0,8.0,65000,1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,Low Risk
506,EC220506,Priya,Ahmed,Priya Ahmed,Female,22,2003-01-07,priya.ahmed268@student.college.edu,919790816226,Visakhapatnam,Semi-Urban,EC,4,1,2025-08-01,Active,Low,76882,Mr. Nikhil Ahmed,No Formal Education,Salaried Employee,Mrs. Zara Ahmed,Secondary,Homemaker,1,7,0,918876122976,"327, Road, Visakhapatnam",5.06,5.22,5.16,Stable,20,13,140,93,66.43,4.68,40,76.72,Low,2025-07-27,0,On Time,1,0,1,7,0,0,Below Average,No,40,31,9,77.5,75.0,80.0,5.0,45.65222222222222,15.209194044789603,12.52,72.51,273.14,38.77,41.468333333333334,43.20666666666667,51.22666666666667,53.281666666666666,45.96,12.0,87.5,2,1,5,1,0,1.0,1.0,2.0,13.0,10.0,50000,2,2.0,3,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.5,8.0,32.0,20.0,62.5,40,Medium Risk
507,CE240507,Ishita,Saxena,Ishita Saxena,Female,21,2004-01-07,ishita.saxena685@student.college.edu,917332685950,Kolkata,Semi-Urban,CE,3,2,2025-08-01,Active,Low,131184,Mr. Yash Saxena,Higher Secondary,Salaried Employee,Mrs. Anika Saxena,Primary,Self-Employed,3,7,0,919250340670,"406, Street, Kolkata",7.78,7.78,7.78,Stable,24,22,144,136,94.44,7.21,38,79.86,Low,2025-08-01,5,Late,0,0,0,6,0,0,Good,No,40,30,10,75.0,85.0,65.0,-20.0,47.03138888888889,11.620322137845475,24.1,68.83,280.21999999999997,46.11333333333334,50.75666666666667,48.06833333333333,44.19833333333333,51.29833333333334,41.75333333333334,9.0,87.5,4,2,3,2,0,1.0,1.0,2.0,15.0,9.0,85000,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,Low Risk
508,EE240508,Ira,Hussain,Ira Hussain,Female,22,2003-01-07,ira.hussain735@student.college.edu,918982929969,Jaipur,Semi-Urban,EE,3,2,2025-08-01,Active,Lower-Middle,282701,Mr. Aditya Hussain,Secondary,Government Employee,Mrs. Anvi Hussain,Higher Secondary,Homemaker,2,7,0,919106593542,"140, Lane, Jaipur",6.88,6.29,6.53,Improving,24,21,144,130,90.28,6.06,38,72.85,Low,2025-07-28,1,On Time,0,0,0,6,1,0,Average,No,40,30,10,75.0,75.0,75.0,0.0,50.72833333333333,14.24446228238489,23.33,81.68,308.93,48.05166666666667,48.865,66.765,40.300000000000004,50.10833333333333,50.28,9.0,75.0,3,2,4,0,0,1.0,1.0,2.0,9.0,6.0,30000,2,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,20,Low Risk
