student_id,income_level,annual_income,father_name,father_education,father_occupation,mother_name,mother_education,mother_occupation,siblings,family_size,single_parent,guardian_contact,permanent_address
321,Middle,310532,Mr. Manish Ali,Primary,Self-Employed,Mrs. Ananya Ali,Higher Secondary,Self-Employed,2,3,0,+918479329888,"237, Lane, Kanpur"
322,Lower-Middle,184463,Mr. Aarav Ghosh,Graduate,Retired,Mrs. Kavya Ghosh,Primary,Salaried Employee,1,4,0,+918553010828,"23, Lane, Kanpur"
323,Lower-Middle,261258,Mr. Amit Kaur,Higher Secondary,Retired,Mrs. Diya Kaur,Primary,Homemaker,3,5,0,+919326317923,"350, Road, Mumbai"
324,Lower-Middle,172403,Mr. Shivansh Kaur,Higher Secondary,Government Employee,Mrs. Sakshi Kaur,No Formal Education,Homemaker,1,4,0,+918115805145,"80, Road, Ahmedabad"
325,Low,113261,Mr. Vivaan Shah,Higher Secondary,Professional,Mrs. Kiara Shah,No Formal Education,Professional,1,3,0,+917825107939,"471, Road, Visakhapatnam"
326,Low,128907,Mr. Rohan Kumar,Secondary,Professional,Mrs. Kriti Kumar,Primary,Homemaker,0,4,1,+917485691701,"477, Road, Patna"
327,Lower-Middle,231085,Mr. Kian Tiwari,Higher Secondary,Daily Wage Worker,Mrs. Aanya Tiwari,Graduate,Homemaker,2,7,0,+918653437847,"108, Lane, Ahmedabad"
328,Upper-Middle,628479,Mr. Varun Pillai,Primary,Government Employee,Mrs. Navya Pillai,Higher Secondary,Small Business,2,4,0,+919921567222,"370, Road, Kanpur"
329,Low,139067,Mr. Samar Mohammad,Graduate,Small Business,Mrs. Diya Mohammad,Secondary,Government Employee,4,3,0,+919009328896,"133, Road, Mumbai"
330,Lower-Middle,298027,Mr. Nikhil Khanna,Graduate,Daily Wage Worker,Mrs. Aditi Khanna,No Formal Education,Salaried Employee,2,5,0,+917520569511,"441, Street, Patna"
331,Low,51227,Mr. Rahul Mukherjee,Primary,Farmer,Mrs. Zara Mukherjee,Secondary,Homemaker,2,7,0,+917510894139,"308, Road, Hyderabad"
332,Low,138959,Mr. Sai Kumar,Higher Secondary,Daily Wage Worker,Mrs. Diya Kumar,No Formal Education,Self-Employed,0,3,0,+918758416019,"240, Lane, Kanpur"
333,Lower-Middle,218237,Mr. Aditya Mukherjee,Secondary,Farmer,Mrs. Sneha Mukherjee,Primary,Salaried Employee,1,3,0,+919591825105,"422, Road, Ahmedabad"
334,Middle,507821,Mr. Ayaan Rodrigues,Graduate,Salaried Employee,Mrs. Myra Rodrigues,No Formal Education,Homemaker,1,7,0,+917874505806,"121, Street, Visakhapatnam"
335,Middle,345428,Mr. Kiaan Mohammad,Primary,Government Employee,Mrs. Ishita Mohammad,Primary,Self-Employed,2,7,0,+919776940322,"280, Road, Nagpur"
336,Low,130403,Mr. Prakash Jain,Secondary,Professional,Mrs. Tara Jain,Primary,Homemaker,2,3,0,+919522004529,"421, Road, Bhopal"
337,Low,58907,Mr. Aarav Choudhury,Graduate,Farmer,Mrs. Sara Choudhury,Secondary,Homemaker,4,7,0,+919570462325,"150, Lane, Indore"
338,Low,76211,Mr. Ansh Sinha,Higher Secondary,Self-Employed,Mrs. Kiara Sinha,Primary,Homemaker,3,3,1,+918651274709,"383, Street, Kolkata"
339,Lower-Middle,238207,Mr. Ishaan Malhotra,Secondary,Retired,Mrs. Aarohi Malhotra,Higher Secondary,Homemaker,1,7,0,+918778845168,"240, Street, Delhi"
340,Upper-Middle,855265,Mr. Siddharth Choudhury,Primary,Professional,Mrs. Prisha Choudhury,No Formal Education,Salaried Employee,3,3,0,+919033803005,"36, Road, Bangalore"
341,Upper-Middle,738383,Mr. Vedant Hussain,Secondary,Daily Wage Worker,Mrs. Aanya Hussain,No Formal Education,Homemaker,2,7,0,+919404402058,"283, Lane, Ludhiana"
342,Low,107051,Mr. Pranav Khan,Secondary,Daily Wage Worker,Mrs. Aadhya Khan,No Formal Education,Homemaker,4,4,0,+917096168256,"218, Road, Bangalore"
343,Middle,346157,Mr. Atharv Das,Higher Secondary,Professional,Mrs. Shanaya Das,Higher Secondary,Self-Employed,2,3,1,+918162546543,"223, Road, Bangalore"
344,Low,67865,Mr. Arnav Patel,No Formal Education,Small Business,Mrs. Zara Patel,No Formal Education,Homemaker,1,4,0,+919464267292,"55, Street, Jaipur"
345,Middle,594045,Mr. Kunal Pillai,Primary,Self-Employed,Mrs. Avni Pillai,Primary,Homemaker,1,3,0,+918294210969,"199, Road, Kanpur"
346,Middle,503443,Mr. Arjun Joshi,Graduate,Small Business,Mrs. Myra Joshi,No Formal Education,Self-Employed,1,3,0,+919097773476,"264, Road, Chennai"
347,Middle,386370,Mr. Vedant Iyer,No Formal Education,Farmer,Mrs. Zara Iyer,No Formal Education,Homemaker,0,4,0,+917298797350,"265, Lane, Lucknow"
348,Low,102827,Mr. Rudra Mehta,Primary,Salaried Employee,Mrs. Aadhya Mehta,Post-Graduate,Salaried Employee,0,5,0,+918622446248,"198, Street, Lucknow"
349,Low,73402,Mr. Varun Rodrigues,Secondary,Professional,Mrs. Ritika Rodrigues,Secondary,Self-Employed,1,5,0,+919944639133,"311, Road, Delhi"
350,Middle,582912,Mr. Vihaan Mukherjee,Secondary,Salaried Employee,Mrs. Siya Mukherjee,Graduate,Self-Employed,2,5,0,+917700238521,"485, Lane, Lucknow"
351,Middle,512396,Mr. Arjun Shah,Primary,Government Employee,Mrs. Sara Shah,Primary,Professional,2,7,0,+917648002928,"28, Road, Nagpur"
352,Low,69175,Mr. Naksh Ahmed,Secondary,Farmer,Mrs. Sneha Ahmed,Primary,Professional,0,4,0,+919972785010,"94, Street, Hyderabad"
353,Low,99640,Mr. Aditya Sethi,Primary,Small Business,Mrs. Aanya Sethi,No Formal Education,Homemaker,1,7,0,+917454011053,"120, Street, Bangalore"
354,Middle,412490,Mr. Ankit Kumar,No Formal Education,Government Employee,Mrs. Siya Kumar,No Formal Education,Small Business,0,5,0,+918586325589,"108, Road, Lucknow"
355,Middle,539335,Mr. Aadhya Hussain,Secondary,Self-Employed,Mrs. Anvi Hussain,No Formal Education,Homemaker,2,4,0,+918070976376,"462, Road, Delhi"
356,Lower-Middle,172950,Mr. Varun Pillai,Secondary,Retired,Mrs. Sara Pillai,No Formal Education,Homemaker,3,5,0,+919284290296,"483, Road, Vadodara"
357,Low,51387,Mr. Rudra Malhotra,Graduate,Retired,Mrs. Neha Malhotra,Primary,Retired,2,6,0,+917523127282,"369, Road, Coimbatore"
358,Upper-Middle,806294,Mr. Manish Agarwal,Higher Secondary,Salaried Employee,Mrs. Aanya Agarwal,Secondary,Daily Wage Worker,2,7,1,+917319422071,"487, Lane, Kolkata"
359,Lower-Middle,243097,Mr. Vivaan Pandey,Primary,Government Employee,Mrs. Nisha Pandey,Secondary,Homemaker,2,5,0,+917678816049,"291, Street, Chennai"
360,Lower-Middle,234945,Mr. Siddharth Rao,Primary,Salaried Employee,Mrs. Meera Rao,No Formal Education,Homemaker,0,7,0,+917616526702,"9, Street, Jaipur"
361,Lower-Middle,167734,Mr. Aryan Nair,Secondary,Daily Wage Worker,Mrs. Tara Nair,Higher Secondary,Homemaker,1,7,0,+917156445244,"487, Street, Vadodara"
362,Lower-Middle,245419,Mr. Sai Khanna,Secondary,Farmer,Mrs. Neha Khanna,Secondary,Retired,2,7,0,+917204179080,"181, Lane, Bhopal"
363,Middle,386589,Mr. Ankit Ali,Higher Secondary,Daily Wage Worker,Mrs. Tanvi Ali,Secondary,Salaried Employee,4,6,0,+919177237039,"440, Street, Indore"
364,Lower-Middle,182976,Mr. Ansh Hussain,Graduate,Self-Employed,Mrs. Kiara Hussain,Higher Secondary,Salaried Employee,2,3,0,+919065040837,"127, Lane, Indore"
365,Low,119055,Mr. Harshit Sinha,No Formal Education,Salaried Employee,Mrs. Ishita Sinha,No Formal Education,Homemaker,2,7,0,+917163573369,"279, Road, Kanpur"
366,Lower-Middle,235755,Mr. Aditya Kumar,Secondary,Daily Wage Worker,Mrs. Simran Kumar,Secondary,Small Business,1,5,0,+917347414727,"485, Road, Ahmedabad"
367,Lower-Middle,158989,Mr. Sai Kapoor,Higher Secondary,Farmer,Mrs. Navya Kapoor,Primary,Salaried Employee,2,7,0,+918481226245,"29, Street, Kanpur"
368,Upper-Middle,614112,Mr. Aarav Pandey,Secondary,Retired,Mrs. Tara Pandey,Secondary,Homemaker,2,4,0,+918358326501,"376, Street, Ahmedabad"
369,Low,104858,Mr. Advait Sinha,Higher Secondary,Farmer,Mrs. Nisha Sinha,Secondary,Self-Employed,2,6,1,+919680563197,"110, Street, Ahmedabad"
370,Low,125578,Mr. Rudra Arora,Post-Graduate,Small Business,Mrs. Aditi Arora,Secondary,Self-Employed,4,3,0,+919387745808,"356, Lane, Lucknow"
371,Upper-Middle,914968,Mr. Sai Verma,Primary,Government Employee,Mrs. Meera Verma,Secondary,Homemaker,0,3,0,+917318043227,"483, Lane, Bhopal"
372,Low,54774,Mr. Prakash Mishra,Higher Secondary,Professional,Mrs. Divya Mishra,Higher Secondary,Homemaker,0,6,0,+918784846014,"232, Lane, Delhi"
373,Lower-Middle,186394,Mr. Ayaan Singh,Secondary,Farmer,Mrs. Siya Singh,Higher Secondary,Homemaker,2,6,0,+919513981323,"200, Lane, Hyderabad"
374,Lower-Middle,255661,Mr. Samar Sharma,Higher Secondary,Salaried Employee,Mrs. Anjali Sharma,Secondary,Homemaker,0,3,1,+917562106228,"103, Road, Ahmedabad"
375,Low,52409,Mr. Karthik Agarwal,No Formal Education,Farmer,Mrs. Divya Agarwal,Primary,Professional,1,3,0,+918477949184,"265, Lane, Jaipur"
376,Lower-Middle,202985,Mr. Yash Gupta,Primary,Self-Employed,Mrs. Kiara Gupta,Graduate,Homemaker,2,6,0,+918880425413,"113, Lane, Ludhiana"
377,Low,84726,Mr. Rohan Sinha,Secondary,Salaried Employee,Mrs. Swati Sinha,Graduate,Self-Employed,1,7,0,+918553997073,"254, Road, Pune"
378,Lower-Middle,188391,Mr. Naksh Sharma,Higher Secondary,Government Employee,Mrs. Nisha Sharma,Secondary,Small Business,3,6,0,+917729607380,"300, Road, Bhopal"
379,Low,147667,Mr. Prakash Desai,Secondary,Small Business,Mrs. Meera Desai,Higher Secondary,Self-Employed,2,4,0,+919222562262,"26, Lane, Ghaziabad"
380,Lower-Middle,168555,Mr. Rudra Sethi,Post-Graduate,Government Employee,Mrs. Aanya Sethi,Higher Secondary,Homemaker,0,4,0,+918185151800,"428, Road, Kanpur"
381,Lower-Middle,187259,Mr. Amit Singh,Primary,Self-Employed,Mrs. Diya Singh,Higher Secondary,Homemaker,2,5,0,+917425668144,"329, Road, Mumbai"
382,Middle,533854,Mr. Naksh Bhatia,Primary,Salaried Employee,Mrs. Neha Bhatia,Secondary,Homemaker,3,5,0,+919719831557,"322, Road, Indore"
383,Middle,302519,Mr. Ishaan Pillai,Graduate,Government Employee,Mrs. Meera Pillai,No Formal Education,Homemaker,4,4,0,+919181496893,"443, Lane, Bhopal"
384,Low,54069,Mr. Vivaan Mishra,Primary,Salaried Employee,Mrs. Siya Mishra,No Formal Education,Salaried Employee,3,7,0,+917318391553,"46, Lane, Ghaziabad"
385,Low,124251,Mr. Arjun Joshi,No Formal Education,Small Business,Mrs. Pooja Joshi,Secondary,Small Business,1,5,0,+918053664654,"85, Lane, Ghaziabad"
386,Middle,459475,Mr. Ritvik Ahmed,Higher Secondary,Small Business,Mrs. Sara Ahmed,Secondary,Homemaker,1,6,0,+919512153651,"311, Road, Coimbatore"
387,Lower-Middle,176196,Mr. Sai Shah,Secondary,Farmer,Mrs. Anvi Shah,Secondary,Homemaker,0,6,0,+919651708403,"115, Street, Ludhiana"
388,Middle,501914,Mr. Ishaan Khanna,Higher Secondary,Farmer,Mrs. Sakshi Khanna,No Formal Education,Government Employee,2,3,0,+917652066714,"60, Lane, Nagpur"
389,Middle,489790,Mr. Vedant Ahmed,Secondary,Daily Wage Worker,Mrs. Riya Ahmed,Secondary,Small Business,1,5,0,+918510532559,"186, Road, Delhi"
390,Upper-Middle,939151,Mr. Ayaan Choudhury,Higher Secondary,Daily Wage Worker,Mrs. Kavya Choudhury,Secondary,Daily Wage Worker,1,5,0,+917583991948,"426, Lane, Delhi"
391,Lower-Middle,220395,Mr. Dhruv Reddy,Secondary,Daily Wage Worker,Mrs. Pari Reddy,Secondary,Homemaker,2,6,0,+918344371196,"426, Lane, Delhi"
392,Low,79798,Mr. Arnav Banerjee,Graduate,Small Business,Mrs. Mira Banerjee,Primary,Salaried Employee,1,3,0,+919133050853,"478, Lane, Hyderabad"
393,Lower-Middle,216992,Mr. Aryan Verma,Graduate,Retired,Mrs. Avni Verma,Secondary,Self-Employed,0,7,0,+919313518495,"163, Road, Ahmedabad"
394,Low,80270,Mr. Daksh Rodrigues,Higher Secondary,Salaried Employee,Mrs. Ishita Rodrigues,Secondary,Homemaker,1,4,0,+918250444515,"313, Lane, Kanpur"
395,Middle,444971,Mr. Atharv Choudhury,Secondary,Retired,Mrs. Riya Choudhury,No Formal Education,Small Business,1,7,0,+919151618059,"90, Lane, Bhopal"
396,Low,86088,Mr. Prakash Iyer,Secondary,Salaried Employee,Mrs. Sara Iyer,Primary,Homemaker,1,5,0,+917515499901,"275, Street, Pune"
397,Lower-Middle,157903,Mr. Advait Singh,Primary,Retired,Mrs. Prisha Singh,Secondary,Homemaker,0,5,0,+917958170772,"127, Lane, Visakhapatnam"
398,Lower-Middle,250294,Mr. Nikhil Kaur,Secondary,Retired,Mrs. Aadhya Kaur,Secondary,Self-Employed,0,6,0,+917587618228,"140, Road, Nagpur"
399,Low,91445,Mr. Rudra Mishra,Post-Graduate,Daily Wage Worker,Mrs. Riya Mishra,No Formal Education,Homemaker,1,3,0,+918819182555,"455, Street, Vadodara"
400,Low,115261,Mr. Arjun Khan,Primary,Retired,Mrs. Meera Khan,Higher Secondary,Small Business,2,7,0,+918521278643,"414, Street, Pune"
401,Middle,362683,Mr. Advait Agarwal,Higher Secondary,Self-Employed,Mrs. Mira Agarwal,Primary,Government Employee,3,5,0,+918190829558,"102, Road, Nagpur"
402,Low,141125,Mr. Rohan Malhotra,Graduate,Self-Employed,Mrs. Aanya Malhotra,No Formal Education,Homemaker,0,5,0,+917846967215,"444, Lane, Ahmedabad"
403,Middle,566181,Mr. Naksh Khanna,Secondary,Professional,Mrs. Pari Khanna,Graduate,Homemaker,0,5,0,+918100627597,"297, Street, Bhopal"
404,Middle,550802,Mr. Kiaan Kaur,Higher Secondary,Government Employee,Mrs. Swati Kaur,Secondary,Professional,3,4,0,+919450083752,"107, Road, Ludhiana"
405,High,2884111,Mr. Rahul Sinha,Secondary,Professional,Mrs. Sara Sinha,Graduate,Homemaker,3,7,0,+918093542892,"165, Street, Bhopal"
406,Lower-Middle,211226,Mr. Harshit Kaur,Higher Secondary,Retired,Mrs. Tanvi Kaur,Primary,Homemaker,4,3,1,+917388579718,"398, Road, Vadodara"
407,Middle,346480,Mr. Varun Mohammad,Primary,Self-Employed,Mrs. Zara Mohammad,Graduate,Small Business,3,6,0,+919574988489,"328, Lane, Ghaziabad"
408,Low,89183,Mr. Nikhil Ahmed,No Formal Education,Salaried Employee,Mrs. Tanvi Ahmed,Higher Secondary,Homemaker,3,6,0,+917278774002,"349, Lane, Coimbatore"
409,Lower-Middle,233116,Mr. Dhruv Agarwal,Primary,Government Employee,Mrs. Anjali Agarwal,No Formal Education,Retired,0,3,0,+919648076034,"404, Road, Kolkata"
410,Low,122795,Mr. Varun Tiwari,No Formal Education,Small Business,Mrs. Navya Tiwari,No Formal Education,Government Employee,1,6,0,+918335074733,"31, Street, Bhopal"
411,Lower-Middle,285147,Mr. Vedant Reddy,No Formal Education,Daily Wage Worker,Mrs. Ritika Reddy,Graduate,Homemaker,3,7,1,+919280031392,"68, Lane, Chennai"
412,Low,139388,Mr. Krishna Kapoor,Graduate,Self-Employed,Mrs. Sara Kapoor,Primary,Daily Wage Worker,1,4,0,+918709335525,"92, Lane, Ghaziabad"
413,Lower-Middle,177767,Mr. Ankit D'Souza,Post-Graduate,Salaried Employee,Mrs. Riya D'Souza,Primary,Homemaker,0,5,0,+918584880104,"459, Lane, Pune"
414,Middle,461339,Mr. Kiaan Bhatia,Secondary,Small Business,Mrs. Anika Bhatia,Higher Secondary,Homemaker,2,4,1,+919539142333,"89, Lane, Vadodara"
415,Middle,450399,Mr. Atharv Khan,Higher Secondary,Retired,Mrs. Tanvi Khan,Primary,Homemaker,0,4,0,+919264958217,"370, Lane, Ahmedabad"
416,Low,115215,Mr. Samar Rodrigues,Graduate,Self-Employed,Mrs. Prisha Rodrigues,Post-Graduate,Homemaker,0,3,0,+918358871028,"17, Road, Indore"
417,Lower-Middle,216859,Mr. Karthik Kaur,Secondary,Professional,Mrs. Sneha Kaur,Primary,Daily Wage Worker,2,7,0,+917150187633,"461, Street, Ludhiana"
418,Lower-Middle,263327,Mr. Aryan Saxena,Graduate,Professional,Mrs. Sara Saxena,Graduate,Self-Employed,1,4,0,+917480308704,"285, Road, Kanpur"
419,Middle,408496,Mr. Sai Rao,Higher Secondary,Daily Wage Worker,Mrs. Swati Rao,Higher Secondary,Farmer,1,5,0,+917034496809,"123, Street, Lucknow"
420,High,1513950,Mr. Arjun Das,No Formal Education,Government Employee,Mrs. Divya Das,Primary,Homemaker,2,5,0,+918207056687,"403, Street, Patna"
421,Lower-Middle,170534,Mr. Vedant Kapoor,Higher Secondary,Self-Employed,Mrs. Prisha Kapoor,No Formal Education,Daily Wage Worker,0,5,0,+917431043491,"298, Lane, Visakhapatnam"
422,Upper-Middle,621424,Mr. Advait Patel,Primary,Government Employee,Mrs. Avni Patel,No Formal Education,Self-Employed,2,6,0,+919060365960,"439, Lane, Ahmedabad"
423,Lower-Middle,250966,Mr. Shivansh Reddy,No Formal Education,Self-Employed,Mrs. Tara Reddy,Secondary,Homemaker,0,3,0,+917818332669,"397, Street, Patna"
424,Middle,366691,Mr. Raj Hussain,Secondary,Small Business,Mrs. Navya Hussain,Post-Graduate,Homemaker,3,6,0,+919436025124,"495, Lane, Patna"
425,Lower-Middle,219745,Mr. Ansh Bhatia,Graduate,Government Employee,Mrs. Ishita Bhatia,Secondary,Homemaker,0,3,0,+918240548297,"352, Road, Visakhapatnam"
426,Lower-Middle,188104,Mr. Amit Jain,Primary,Retired,Mrs. Sara Jain,Primary,Small Business,4,3,0,+918106530717,"64, Street, Indore"
427,Upper-Middle,689834,Mr. Vihaan Rodrigues,No Formal Education,Retired,Mrs. Ritika Rodrigues,Higher Secondary,Homemaker,3,3,0,+918718757497,"171, Street, Pune"
428,Lower-Middle,201733,Mr. Sai Saxena,Graduate,Self-Employed,Mrs. Anika Saxena,Higher Secondary,Small Business,2,7,0,+917291089385,"422, Street, Bangalore"
429,Lower-Middle,171745,Mr. Amit Bhatia,No Formal Education,Professional,Mrs. Saanvi Bhatia,Primary,Homemaker,0,4,0,+919589306622,"4, Lane, Vadodara"
430,Upper-Middle,979163,Mr. Sai Chatterjee,Secondary,Government Employee,Mrs. Tara Chatterjee,No Formal Education,Government Employee,1,3,0,+918944548286,"232, Road, Ghaziabad"
431,Lower-Middle,198217,Mr. Atharv Sinha,Graduate,Professional,Mrs. Anika Sinha,Graduate,Self-Employed,3,6,0,+917401995930,"219, Lane, Lucknow"
432,Low,85445,Mr. Krishna Bhatia,Secondary,Government Employee,Mrs. Ira Bhatia,Higher Secondary,Government Employee,4,4,0,+919450975123,"355, Street, Ghaziabad"
433,Low,149976,Mr. Abhinav Kaur,Graduate,Government Employee,Mrs. Prisha Kaur,Secondary,Homemaker,1,6,0,+918226583540,"346, Road, Pune"
434,Upper-Middle,704811,Mr. Aditya Choudhury,Primary,Farmer,Mrs. Shruti Choudhury,Secondary,Self-Employed,4,4,1,+919143511202,"141, Lane, Nagpur"
435,Middle,455510,Mr. Raj Bhatia,Post-Graduate,Retired,Mrs. Nisha Bhatia,Higher Secondary,Retired,0,6,1,+918181334285,"395, Road, Kanpur"
436,Lower-Middle,201265,Mr. Atharv Tiwari,Higher Secondary,Retired,Mrs. Aadhya Tiwari,No Formal Education,Homemaker,0,3,0,+919042260055,"386, Road, Visakhapatnam"
437,Low,59486,Mr. Harshit Bose,Primary,Retired,Mrs. Sneha Bose,Primary,Self-Employed,1,7,0,+919133925551,"387, Road, Indore"
438,Middle,589764,Mr. Dhruv Kumar,Graduate,Retired,Mrs. Neha Kumar,Secondary,Homemaker,1,6,0,+917840767921,"385, Lane, Bangalore"
439,Low,80339,Mr. Ritvik Mukherjee,Higher Secondary,Salaried Employee,Mrs. Aanya Mukherjee,Primary,Homemaker,3,3,0,+917312388107,"283, Road, Mumbai"
440,Low,149544,Mr. Vedant Pillai,Graduate,Salaried Employee,Mrs. Kavya Pillai,No Formal Education,Salaried Employee,1,4,0,+918243088797,"481, Street, Ahmedabad"
441,Upper-Middle,681961,Mr. Amit Chatterjee,Secondary,Farmer,Mrs. Aanya Chatterjee,Higher Secondary,Farmer,1,5,0,+919961696851,"74, Road, Delhi"
442,Lower-Middle,201087,Mr. Aditya Kapoor,Secondary,Salaried Employee,Mrs. Pooja Kapoor,Graduate,Farmer,3,7,1,+919308708605,"286, Lane, Chennai"
443,Upper-Middle,783963,Mr. Arjun Joshi,Secondary,Small Business,Mrs. Myra Joshi,Secondary,Homemaker,1,7,0,+918606410040,"23, Street, Kanpur"
444,Middle,406694,Mr. Vihaan Fernandes,Secondary,Retired,Mrs. Navya Fernandes,Secondary,Small Business,0,7,0,+917343427378,"480, Street, Nagpur"
445,Middle,569489,Mr. Kunal Kaur,Post-Graduate,Daily Wage Worker,Mrs. Navya Kaur,Primary,Homemaker,2,5,0,+917527790007,"460, Street, Bhopal"
446,Low,81218,Mr. Varun Agarwal,Higher Secondary,Government Employee,Mrs. Neha Agarwal,Secondary,Salaried Employee,2,7,0,+918393550625,"23, Street, Ahmedabad"
447,Middle,579355,Mr. Amit Chatterjee,Secondary,Small Business,Mrs. Simran Chatterjee,No Formal Education,Homemaker,1,5,1,+919373924449,"252, Road, Ludhiana"
448,Lower-Middle,290003,Mr. Raj D'Souza,Higher Secondary,Salaried Employee,Mrs. Neha D'Souza,Secondary,Professional,1,3,0,+918030327360,"123, Road, Nagpur"
449,Lower-Middle,170150,Mr. Harshit Khan,Higher Secondary,Retired,Mrs. Aditi Khan,No Formal Education,Daily Wage Worker,4,4,0,+919823312069,"457, Lane, Ahmedabad"
450,Lower-Middle,228997,Mr. Vihaan Sethi,Secondary,Self-Employed,Mrs. Sneha Sethi,No Formal Education,Self-Employed,1,7,0,+917807030017,"405, Road, Pune"
451,Low,142764,Mr. Reyansh Malhotra,Graduate,Salaried Employee,Mrs. Anvi Malhotra,No Formal Education,Homemaker,1,7,0,+918288881116,"424, Lane, Lucknow"
452,Upper-Middle,942745,Mr. Shaurya Khanna,Higher Secondary,Retired,Mrs. Tanvi Khanna,Primary,Professional,2,6,0,+917276364728,"21, Lane, Indore"
453,Lower-Middle,296670,Mr. Vihaan Sethi,Graduate,Retired,Mrs. Kriti Sethi,Secondary,Small Business,1,7,0,+919382033308,"458, Lane, Kanpur"
454,Low,115296,Mr. Rahul Khanna,Primary,Government Employee,Mrs. Divya Khanna,Primary,Self-Employed,0,6,0,+919128203465,"114, Road, Coimbatore"
455,Middle,537427,Mr. Arjun Ali,Higher Secondary,Government Employee,Mrs. Diya Ali,No Formal Education,Farmer,3,7,0,+918215477310,"419, Road, Patna"
456,Middle,528138,Mr. Raj Bose,Graduate,Retired,Mrs. Divya Bose,No Formal Education,Homemaker,2,5,1,+917458681823,"493, Street, Patna"
457,Lower-Middle,274007,Mr. Ishaan Chatterjee,Higher Secondary,Salaried Employee,Mrs. Siya Chatterjee,Secondary,Small Business,1,3,0,+917556919102,"343, Road, Chennai"
458,Middle,450388,Mr. Raj Malhotra,Secondary,Daily Wage Worker,Mrs. Anjali Malhotra,Secondary,Government Employee,2,5,0,+917689931184,"6, Street, Delhi"
459,Lower-Middle,298541,Mr. Karthik Rao,Higher Secondary,Farmer,Mrs. Aarohi Rao,Secondary,Homemaker,0,6,0,+918381500807,"396, Lane, Delhi"
460,Low,55917,Mr. Rohan Bose,Graduate,Government Employee,Mrs. Saanvi Bose,Primary,Homemaker,1,5,0,+918750925136,"382, Lane, Lucknow"
461,Upper-Middle,950267,Mr. Siddharth Ahmed,Graduate,Professional,Mrs. Zara Ahmed,Higher Secondary,Small Business,1,7,0,+917490659677,"309, Lane, Bangalore"
462,Low,95983,Mr. Manish Kaur,No Formal Education,Retired,Mrs. Anjali Kaur,Post-Graduate,Homemaker,2,3,0,+918595488508,"293, Lane, Ahmedabad"
463,Lower-Middle,267196,Mr. Vedant Kaur,Higher Secondary,Retired,Mrs. Aadhya Kaur,Primary,Government Employee,2,6,0,+919427563168,"56, Street, Ludhiana"
464,Middle,368748,Mr. Aditya Bose,Primary,Daily Wage Worker,Mrs. Pooja Bose,Secondary,Small Business,2,4,0,+917573425048,"388, Lane, Ahmedabad"
465,Low,79226,Mr. Pranav Kumar,Post-Graduate,Government Employee,Mrs. Siya Kumar,No Formal Education,Self-Employed,1,6,0,+917872007893,"395, Road, Visakhapatnam"
466,Lower-Middle,240835,Mr. Sai Sharma,Secondary,Farmer,Mrs. Sakshi Sharma,No Formal Education,Small Business,3,6,0,+918881149140,"491, Lane, Lucknow"
467,Middle,474712,Mr. Kian Nair,Primary,Daily Wage Worker,Mrs. Diya Nair,Higher Secondary,Self-Employed,1,4,1,+918358790458,"374, Road, Bhopal"
468,Middle,437972,Mr. Sai D'Souza,Graduate,Self-Employed,Mrs. Myra D'Souza,Primary,Homemaker,2,5,0,+918345539592,"331, Road, Hyderabad"
469,Middle,450442,Mr. Krishna Iyer,Primary,Daily Wage Worker,Mrs. Anika Iyer,Graduate,Homemaker,0,4,0,+917984855252,"318, Street, Bhopal"
470,Low,149940,Mr. Ritvik Mukherjee,Secondary,Farmer,Mrs. Shanaya Mukherjee,Secondary,Homemaker,0,7,1,+919841714641,"168, Street, Kanpur"
471,Lower-Middle,226889,Mr. Vihaan Mishra,Primary,Professional,Mrs. Simran Mishra,Secondary,Small Business,2,6,0,+917924993011,"427, Road, Pune"
472,Low,55230,Mr. Aditya Malhotra,Higher Secondary,Retired,Mrs. Myra Malhotra,Primary,Government Employee,1,5,0,+919295825292,"45, Street, Bangalore"
473,Low,90846,Mr. Aarav Verma,Secondary,Salaried Employee,Mrs. Saanvi Verma,No Formal Education,Self-Employed,3,6,1,+917790735546,"306, Lane, Delhi"
474,Low,129484,Mr. Amit Tiwari,Higher Secondary,Daily Wage Worker,Mrs. Meera Tiwari,Post-Graduate,Homemaker,1,6,1,+917290492104,"128, Street, Jaipur"
475,Upper-Middle,982280,Mr. Yash Chopra,No Formal Education,Salaried Employee,Mrs. Ira Chopra,No Formal Education,Homemaker,3,7,0,+919582064663,"57, Street, Bhopal"
476,Lower-Middle,296503,Mr. Rudra Ahmed,Higher Secondary,Professional,Mrs. Ishita Ahmed,Graduate,Homemaker,2,6,0,+919779055059,"103, Lane, Ludhiana"
477,Low,119647,Mr. Ayaan Arora,Primary,Self-Employed,Mrs. Aarohi Arora,Secondary,Daily Wage Worker,4,7,0,+918215402295,"257, Street, Ahmedabad"
478,Middle,360444,Mr. Samar Agarwal,Higher Secondary,Self-Employed,Mrs. Aanya Agarwal,Graduate,Daily Wage Worker,1,6,0,+918691586791,"113, Lane, Nagpur"
479,Upper-Middle,933156,Mr. Daksh Rodrigues,No Formal Education,Small Business,Mrs. Shruti Rodrigues,No Formal Education,Homemaker,1,6,0,+918485487220,"41, Street, Kolkata"
480,Middle,352802,Mr. Vivaan Bhatia,Higher Secondary,Professional,Mrs. Sneha Bhatia,Primary,Professional,0,4,0,+919793868751,"351, Street, Kanpur"
